place,country_code,place_id
"10 km ENE of Ronan, Montana",US,411
"8 km NNW of Rancho Cucamonga, CA",US,412
"19 km NNW of Chickaloon, Alaska",US,415
"37 km NNW of Toyah, Texas",US,416
"34 km SSW of False Pass, Alaska",US,417
"6 km SSW of Thatcher, Utah",US,418
"5 km SSW of Idyllwild, CA",US,419
"2 km NW of Kenilworth, Utah",US,420
"16 km ESE of Dilley, Texas",US,421
"70 km WNW of Tyonek, Alaska",US,422
"29 km W of Hebgen Lake Estates, Montana",US,423
"13 km ESE of Borrego Springs, CA",US,424
"84 km SSW of Unalaska, Alaska",US,425
"10 km W of Forsan, Texas",US,426
"35 km SE of Egegik, Alaska",US,427
"20 km NW of Schurz, Nevada",US,428
"13 km NNE of Cabazon, CA",US,429
"5 km SE of Owasso, Oklahoma",US,430
"44 km WNW of Indian Springs, Nevada",US,431
"88 km NNW of Karluk, Alaska",US,432
"2 km NE of Colton, CA",US,433
"37 km WNW of Petrolia, CA",US,434
"1 km SW of Anderson Springs, CA",US,435
"4 km SW of Los Altos Hills, CA",US,436
"11 km E of Tatitlek, Alaska",US,437
"23 km NNW of Westbrook, Texas",US,438
"85 km NNW of Karluk, Alaska",US,439
"14 km SSE of Santa Barbara, CA",US,440
"4 km SE of Brawley, CA",US,441
"34 km NNW of Mentone, Texas",US,442
"14 km W of Forsan, Texas",US,443
"12 km E of Ronan, Montana",US,444
"13 km N of Summit, Oregon",US,445
"2 km NNW of Marston, Missouri",US,446
"11 km ESE of Smith, Nevada",US,447
"128 km SE of McCarthy, Alaska",US,448
"7 km WNW of Seldovia, Alaska",US,449
"6 km SW of Banning, CA",US,450
"19 km NW of Hebgen Lake Estates, Montana",US,451
"18 km W of Kalaoa, Hawaii",US,453
"27 km SSE of Eureka Roadhouse, Alaska",US,454
"21 km NNW of Karluk, Alaska",US,455
"37 km NW of Toyah, Texas",US,456
"16 km S of Tres Pinos, CA",US,458
"20 km SSW of Susitna North, Alaska",US,459
"17 km SE of Carbonado, Washington",US,460
"12 km SE of Bodfish, CA",US,461
"49 km E of Beatty, Nevada",US,462
"6 km N of Naalehu, Hawaii",US,463
"16 km E of Hinton, Oklahoma",US,464
"11 km SE of Cascadia, Oregon",US,467
"4 km WSW of Beluga, Alaska",US,468
"20 km N of Fillmore, CA",US,469
"6 km WSW of Calipatria, CA",US,470
"91 km NNW of Karluk, Alaska",US,471
"6 km NW of The Geysers, CA",US,472
"10 km ESE of Smith, Nevada",US,473
"7 km WNW of Borrego Springs, CA",US,474
"7 km NNE of Borrego Springs, CA",US,475
"6 km WSW of Pine Valley, CA",US,476
"7 km NNW of Loyal, Oklahoma",US,477
"38 km WSW of Ackerly, Texas",US,478
"9 km NW of Indian Springs, Nevada",US,479
"9 km N of Indio, CA",US,480
"12 km S of Volcano, Hawaii",US,481
"66 km ENE of Pedro Bay, Alaska",US,482
"64 km WNW of Beluga, Alaska",US,483
"43 km SE of Atka, Alaska",US,485
"11 km SE of Pearsall, Texas",US,486
"130 km WSW of Adak, Alaska",US,487
"40 km SSE of Goldfield, Nevada",US,488
"12 km ENE of Nescatunga, Oklahoma",US,491
"3 km SSE of Pearsall, Texas",US,492
"52 km ESE of Knik River, Alaska",US,494
"3 km ENE of Canoga Park, CA",US,495
"46 km SSE of Denali National Park, Alaska",US,497
"20 km NE of Yerington, Nevada",US,498
"77 km NW of Karluk, Alaska",US,499
"55 km W of Petrolia, CA",US,504
"24 km NW of Grapevine, CA",US,505
"18 km NE of Yerington, Nevada",US,506
"152 km W of Langlois, Oregon",US,507
"15 km NE of Tanner, Washington",US,508
"2 km ESE of The Geysers, CA",US,509
"10 km W of Petrolia, CA",US,510
"9 km W of Crown Point, Alaska",US,511
"11 km SE of P?hala, Hawaii",US,512
"14 km WNW of Central, Alaska",US,513
"29 km WNW of Susitna, Alaska",US,514
"1 km SW of Marietta-Alderwood, Washington",US,515
"9 km NW of Prague, Oklahoma",US,516
"16 km NE of Yerington, Nevada",US,517
"15 km E of Eagle River, Alaska",US,518
"27 km WSW of Anchor Point, Alaska",US,519
"10 km SW of Salton City, CA",US,520
"11 km SE of Livermore, CA",US,522
"16 km SSE of Isla Vista, CA",US,523
"45 km NNW of Valdez, Alaska",US,524
"38 km SSE of Dyer, Nevada",US,525
"59 km WNW of Beluga, Alaska",US,526
"8 km NW of The Geysers, CA",US,530
"20 km SE of Yosemite Valley, CA",US,531
"32 km SSE of Egegik, Alaska",US,532
"46 km WNW of Nikiski, Alaska",US,533
"6 km NE of Windsor, CA",US,534
"16 km ESE of Verlot, Washington",US,535
"5 km S of Idyllwild, CA",US,536
"6 km SSW of River Road, Washington",US,537
"8 km S of Lopez Point, CA",US,539
"58 km ESE of King Salmon, Alaska",US,540
"25 km W of Petrolia, CA",US,543
"15 km ESE of Ninilchik, Alaska",US,544
"23 km W of Stevens Village, Alaska",US,545
"17 km NNW of Silver Peak, Nevada",US,546
"1 km SSW of Yorba Linda, CA",US,547
"11 km S of Valle Vista, CA",US,548
"31 km NW of Indian Springs, Nevada",US,549
"45 km WNW of Karluk, Alaska",US,550
"3 km SSE of The Geysers, CA",US,553
"10 km WSW of Homer, Alaska",US,554
"3 km SW of Culver City, CA",US,555
"45 km NW of Toyah, Texas",US,556
"17 km N of Stanton, Texas",US,557
"38 km WNW of Petrolia, CA",US,559
"12 km E of Cloverdale, CA",US,560
"13 km NW of The Geysers, CA",US,561
"32 km SE of Malaga, New Mexico",US,562
"15 km ENE of Ridgecrest, CA",US,563
"3 km SSW of Willowbrook, CA",US,564
"6 km SW of Anchor Point, Alaska",US,565
"22 km ESE of Julian, CA",US,566
"19 km SSW of Larsen Bay, Alaska",US,567
"19 km ESE of Point Possession, Alaska",US,568
"56 km W of Tyonek, Alaska",US,569
"9 km NW of The Geysers, CA",US,571
"1 km SE of The Geysers, CA",US,572
"3 km W of Anderson Springs, CA",US,573
"7 km NE of Moreno Valley, CA",US,574
"64 km SE of Denali National Park, Alaska",US,575
"28 km WNW of Valdez, Alaska",US,576
"3 km SSW of Seldovia, Alaska",US,577
"16 km WNW of Packwood, Washington",US,578
"15 km NW of Lopez Point, CA",US,579
"7 km E of Borrego Springs, CA",US,580
"44 km S of Virginia City, Montana",US,581
"23 km SW of Ocotillo Wells, CA",US,582
"5 km NW of The Geysers, CA",US,583
"6 km NW of San Francisco Zoo, CA",US,584
"71 km WNW of Beluga, Alaska",US,585
"45 km SW of Sula, Montana",US,586
"111 km S of McCarthy, Alaska",US,587
"17 km N of Borrego Springs, CA",US,588
"9 km ENE of Hoback, Wyoming",US,589
"2 km NW of North Pole, Alaska",US,590
"25 km SSE of Glacier View, Alaska",US,591
"65 km ENE of Pedro Bay, Alaska",US,592
"8 km NNE of Greenfield, CA",US,594
"14 km NE of Nikiski, Alaska",US,595
"20 km ESE of Kasilof, Alaska",US,596
"32 km E of Skwentna, Alaska",US,597
"27 km NW of Ocotillo, CA",US,598
"8 km NNW of Ojai, CA",US,599
"5 km SW of Yountville, CA",US,603
"10 km ENE of Balmorhea, Texas",US,604
"10 km NNW of Big Bear City, CA",US,605
"6 km SSW of Warner Springs, CA",US,606
"5 km NW of Aguanga, CA",US,607
"10 km E of Ashford, Washington",US,608
"2 km NW of The Geysers, CA",US,609
"16 km WNW of Johannesburg, CA",US,610
"5 km WSW of Borrego Springs, CA",US,611
"4 km SSE of Home Gardens, CA",US,612
"1 km NW of Concord, CA",US,613
"12 km SE of Pearsall, Texas",US,614
"44 km ENE of Fox River, Alaska",US,615
"30 km WNW of Petersville, Alaska",US,616
"53 km WNW of Nikiski, Alaska",US,617
"10 km NW of Indian Springs, Nevada",US,618
"52 km NW of Ninilchik, Alaska",US,619
"66 km WNW of Beluga, Alaska",US,620
"8 km NW of Helper, Utah",US,621
"74 km NE of Nikolski, Alaska",US,622
"59 km WNW of Petrolia, CA",US,624
"2 km NNW of The Geysers, CA",US,625
"5 km NNW of Aguanga, CA",US,626
"23 km W of Sitka, Alaska",US,627
"33 km WSW of Nanwalek, Alaska",US,630
"25 km WNW of Petersville, Alaska",US,631
"38 km WNW of Moapa Town, Nevada",US,632
"22 km ESE of Little Lake, CA",US,633
"10 km W of Saratoga, CA",US,636
"13 km SE of Desert Aire, Washington",US,637
"10 km WSW of Salton City, CA",US,638
"30 km W of Happy Valley, Alaska",US,639
"25 km W of Garden City, Texas",US,640
"56 km S of Whites City, New Mexico",US,642
"86 km SW of Delta Junction, Alaska",US,643
"50 km E of Pedro Bay, Alaska",US,644
"86 km W of Adak, Alaska",US,645
"81 km WNW of Ninilchik, Alaska",US,646
"11 km WSW of Dunnigan, CA",US,648
"16 km NNE of Hawthorne, Nevada",US,649
"20 km NNE of Yerington, Nevada",US,650
"36 km ENE of McKinney Acres, Texas",US,651
"15 km NE of Yerington, Nevada",US,652
"20 km ESE of Little Lake, CA",US,653
"8 km SE of Pearsall, Texas",US,655
"38 km W of Nikiski, Alaska",US,656
"19 km SW of La Quinta, CA",US,657
"3 km NW of The Geysers, CA",US,658
"4 km WSW of The Geysers, CA",US,659
"89 km NNW of Karluk, Alaska",US,660
"12 km ENE of Coso Junction, CA",US,661
"31 km SSE of Egegik, Alaska",US,663
"89 km NW of Skwentna, Alaska",US,664
"11 km NNE of Chase, Alaska",US,665
"85 km NW of Karluk, Alaska",US,666
"6 km NNW of Mill Creek, Oklahoma",US,667
"15 km ESE of Little Lake, CA",US,668
"24 km NNE of Yerington, Nevada",US,669
"13 km W of Midland, Texas",US,670
"19 km W of Ninilchik, Alaska",US,671
"6 km SSE of Oilton, Oklahoma",US,672
"78 km NW of Ninilchik, Alaska",US,673
"10 km SW of Tres Pinos, CA",US,675
"7 km SW of Idyllwild, CA",US,676
"15 km SSE of Stanton, Texas",US,678
"32 km W of Salamatof, Alaska",US,679
"16 km E of Coso Junction, CA",US,680
"20 km WNW of Petrolia, CA",US,682
"7 km NNW of The Geysers, CA",US,683
"11 km ESE of Hawthorne, Nevada",US,684
"23 km ESE of Anza, CA",US,685
"65 km WSW of Anchor Point, Alaska",US,687
"14 km SSE of Isla Vista, CA",US,688
"11 km NE of Julian, CA",US,689
"44 km N of Chignik Lagoon, Alaska",US,690
"75 km NW of Ninilchik, Alaska",US,691
"12 km W of Round Valley, CA",US,693
"20 km ENE of Austin, Nevada",US,694
"19 km NNE of Yerington, Nevada",US,695
"51 km SSE of Whites City, New Mexico",US,696
"18 km E of Finley Point, Montana",US,697
"33 km SE of Mina, Nevada",US,699
"1 km SSW of Julian, CA",US,700
"75 km E of Ugashik, Alaska",US,701
"6 km ENE of Butte, Montana",US,702
"6 km NW of Greenfield, Oklahoma",US,703
"78 km W of Salamatof, Alaska",US,704
"18 km ENE of La Pine, Oregon",US,705
"51 km NNW of Gabbs, Nevada",US,707
"15 km NE of Plush, Oregon",US,708
"17 km W of Johannesburg, CA",US,709
"17 km WSW of Falls City, Texas",US,710
"83 km NW of Karluk, Alaska",US,711
"17 km ESE of Anza, CA",US,712
"64 km W of Tyonek, Alaska",US,713
"11 km SW of Point Possession, Alaska",US,714
"51 km W of Mentone, Texas",US,715
"9 km N of Anza, CA",US,716
"3 km SSE of Home Gardens, CA",US,717
"23 km NNE of Coahoma, Texas",US,718
"66 km WNW of Anchor Point, Alaska",US,720
"69 km N of Petersville, Alaska",US,721
"19 km E of Finley Point, Montana",US,722
"37 km NW of Pahrump, Nevada",US,723
"31 km ESE of Bend, Oregon",US,724
"23 km NW of Alder Springs, CA",US,726
"84 km NNW of Karluk, Alaska",US,727
"5 km NNW of Boron, CA",US,728
"50 km NNW of Karluk, Alaska",US,729
"6 km SE of Mill Creek, Oklahoma",US,730
"70 km WNW of Ninilchik, Alaska",US,733
"75 km ESE of Egegik, Alaska",US,734
"15 km N of Borrego Springs, CA",US,735
"46 km ESE of Beatty, Nevada",US,736
"27 km WSW of Salamatof, Alaska",US,738
"20 km SSE of Lindsay, Texas",US,739
"13 km S of Joshua Tree, CA",US,740
"10 km W of Lindsay, Texas",US,741
"10 km SSE of Unalaska, Alaska",US,742
"7 km SW of Vineyard, Utah",US,743
"43 km NW of Indian Springs, Nevada",US,744
"9 km SE of Coalinga, CA",US,746
"53 km NNE of Kobuk, Alaska",US,747
"80 km E of Ugashik, Alaska",US,748
"15 km SSE of Skwentna, Alaska",US,749
"8 km NW of Prague, Oklahoma",US,750
"5 km SE of Ontario, CA",US,751
"5 km E of Butte, Montana",US,752
"11 km NE of P?hala, Hawaii",US,753
"15 km WNW of Round Mountain, CA",US,754
"54 km WNW of Petrolia, CA",US,755
"26 km SSE of Egegik, Alaska",US,756
"21 km NW of Grapevine, CA",US,757
"8 km S of Idyllwild, CA",US,758
"11 km W of Johannesburg, CA",US,761
"14 km NNW of Tehachapi, CA",US,762
"67 km N of Petersville, Alaska",US,763
"65 km W of Tyonek, Alaska",US,764
"68 km WNW of Beluga, Alaska",US,765
"57 km SE of Pedro Bay, Alaska",US,768
"14 km SW of Stanley, Idaho",US,769
"3 km NNW of Duvall, Washington",US,770
"31 km ESE of Skwentna, Alaska",US,771
"3 km NW of Willowbrook, CA",US,772
"20 km WNW of Stanley, Idaho",US,773
"2 km NNE of Helper, Utah",US,774
"14 km NW of Emery, Utah",US,776
"53 km NE of Chitina, Alaska",US,777
"7 km SE of Pearsall, Texas",US,778
"4 km SW of P?hala, Hawaii",US,779
"27 km NE of Susitna North, Alaska",US,780
"23 km NW of Nanwalek, Alaska",US,781
"24 km SSW of Ocotillo Wells, CA",US,782
"17 km ESE of Dillon, Montana",US,783
"10 km SW of Niland, CA",US,784
"3 km SW of Baldwin Hills, CA",US,785
"84 km NW of Ninilchik, Alaska",US,786
"8 km SE of Pinnacles, CA",US,787
"12 km N of P?hala, Hawaii",US,788
"50 km S of Whites City, New Mexico",US,789
"52 km E of Pedro Bay, Alaska",US,790
"8 km WNW of Prague, Oklahoma",US,791
"25 km SSE of West Yellowstone, Montana",US,795
"16 km NE of Stanley, Idaho",US,796
"63 km WNW of Beluga, Alaska",US,797
"10 km SE of Pinnacles, CA",US,798
"9 km NE of Alum Rock, CA",US,799
"23 km SSW of La Quinta, CA",US,800
"19 km SW of Ocotillo Wells, CA",US,801
"2 km ESE of Rossmoor, CA",US,802
"5 km NNW of The Geysers, CA",US,805
"40 km ENE of Pedro Bay, Alaska",US,806
"8 km NNE of San Jacinto, CA",US,807
"15 km WNW of Petrolia, CA",US,808
"1 km E of Dixon Lane-Meadow Creek, California",US,809
"97 km WNW of Aleneva, Alaska",US,810
"10 km WNW of Ester, Alaska",US,811
"26 km W of Petrolia, CA",US,812
"6 km SSE of Pearsall, Texas",US,813
"5 km NNE of Banning, CA",US,814
"12 km NNE of P?hala, Hawaii",US,815
"18 km S of Susitna North, Alaska",US,817
"71 km SSE of Cantwell, Alaska",US,818
"61 km ESE of Denali National Park, Alaska",US,819
"19 km S of Clarks Point, Alaska",US,820
"3 km ENE of Houston, Alaska",US,821
"20 km NNE of Stanton, Texas",US,822
"33 km E of Lima, Montana",US,823
"83 km NNW of Karluk, Alaska",US,824
"6 km S of Pearblossom, CA",US,825
"57 km WNW of Beluga, Alaska",US,826
"51 km ESE of Beatty, Nevada",US,827
"43 km WNW of Indian Springs, Nevada",US,828
"10 km E of P?hala, Hawaii",US,829
"15 km NE of Little Lake, CA",US,830
"12 km SSE of Fern Forest, Hawaii",US,834
"66 km SSE of Cantwell, Alaska",US,835
"2 km SSW of Willowbrook, CA",US,836
"4 km SSW of Cabazon, CA",US,837
"57 km W of Beatty, Nevada",US,839
"66 km W of Tyonek, Alaska",US,840
"10 km NW of The Geysers, CA",US,843
"14 km S of Volcano, Hawaii",US,844
"41 km W of Susitna, Alaska",US,845
"102 km WNW of Aleneva, Alaska",US,846
"3 km ESE of Lake Henshaw, CA",US,847
"17 km S of Atka, Alaska",US,848
"18 km NNW of Parkfield, CA",US,850
"39 km NNW of Toyah, Texas",US,851
"38 km SSE of Goldfield, Nevada",US,852
"36 km S of Silver Gate, Montana",US,854
"21 km NNE of Yerington, Nevada",US,855
"17 km WSW of Salamatof, Alaska",US,856
"8 km N of Running Springs, CA",US,857
"15 km NNE of Barstow, CA",US,858
"15 km W of Anchorage, Alaska",US,860
"6 km NNW of Willow, Alaska",US,861
"16 km WNW of Hoodsport, Washington",US,862
"1 km NE of The Geysers, CA",US,866
"37 km SSE of Egegik, Alaska",US,867
"17 km NNE of Hermleigh, Texas",US,868
"57 km NW of Tatitlek, Alaska",US,869
"17 km E of Beluga, Alaska",US,870
"49 km SW of Unalaska, Alaska",US,871
"7 km NE of Fall City, Washington",US,872
"1 km S of Julian, CA",US,873
"30 km SE of Mina, Nevada",US,874
"61 km WNW of Tyonek, Alaska",US,875
"22 km NE of Pine Valley, CA",US,876
"6 km SSW of Morton, Washington",US,877
"2 km ENE of Pleasant Hill, CA",US,879
"37 km NNE of Covelo, CA",US,880
"35 km NW of Toyah, Texas",US,881
"12 km W of Stanton, Texas",US,882
"5 km NW of San Francisco Zoo, CA",US,883
"15 km ENE of Yerington, Nevada",US,884
"14 km SSE of Anza, CA",US,885
"5 km WSW of San Francisco Zoo, CA",US,886
"33 km E of Chase, Alaska",US,887
"13 km NNE of Willow, Alaska",US,888
"11 km ENE of Coso Junction, CA",US,889
"11 km WSW of Ferry, Alaska",US,890
"13 km W of Kalifornsky, Alaska",US,891
"3 km S of Mentone, CA",US,892
"7 km NW of The Geysers, CA",US,894
"18 km S of Funny River, Alaska",US,895
"5 km ENE of Government Camp, Oregon",US,896
"24 km S of Mina, Nevada",US,897
"1 km NNW of The Geysers, CA",US,898
"16 km NNE of Houston, Alaska",US,899
"2 km N of Marina del Rey, CA",US,900
"22 km W of Point MacKenzie, Alaska",US,901
"49 km N of Petersville, Alaska",US,902
"8 km WNW of Cobb, CA",US,903
"11 km NNE of Pinnacles, CA",US,904
"10 km SE of Lima, Montana",US,905
"37 km W of Chignik Lake, Alaska",US,906
"66 km NE of Nikolski, Alaska",US,907
"8 km ESE of Arpelar, Oklahoma",US,908
"20 km SSE of Happys Inn, Montana",US,909
"3 km SE of Ontario, CA",US,910
"1 km SSW of Inglewood, CA",US,911
"17 km W of Anchorage, Alaska",US,912
"58 km SE of Pedro Bay, Alaska",US,913
"6 km SSE of Napa, CA",US,914
"51 km NNE of Chickaloon, Alaska",US,915
"24 km NW of Bickleton, Washington",US,916
"15 km W of Anchor Point, Alaska",US,920
"5 km N of Banning, CA",US,921
"8 km SSW of Harding-Birch Lakes, Alaska",US,922
"1 km  of The Geysers, CA",US,923
"51 km W of False Pass, Alaska",US,924
"53 km WNW of Petersville, Alaska",US,925
"2 km W of Aguanga, CA",US,926
"6 km E of Butte, Montana",US,927
"5 km NE of Hoback, Wyoming",US,928
"32 km NE of Four Mile Road, Alaska",US,929
"6 km NNW of The Geysers, CA",US,931
"14 km NE of Ridgecrest, CA",US,932
"34 km N of Searles Valley, CA",US,933
"3 km WSW of Cotati, CA",US,935
"3 km ENE of Saint Helena, CA",US,936
"2 km WSW of Newark, CA",US,937
"49 km WNW of Petrolia, CA",US,938
"15 km NW of Pawnee, Oklahoma",US,939
"11 km ESE of Anza, CA",US,940
"91 km WNW of Petrolia, CA",US,943
"52 km SE of Denali National Park, Alaska",US,944
"88 km WSW of Karluk, Alaska",US,945
"22 km NNW of Susitna, Alaska",US,946
"12 km SSW of Searles Valley, CA",US,947
"55 km S of Beaver, Alaska",US,948
"15 km SE of Julian, CA",US,949
"67 km WNW of Beluga, Alaska",US,950
"20 km NNW of Borrego Springs, CA",US,951
"89 km W of Adak, Alaska",US,952
"46 km NW of Ninilchik, Alaska",US,953
"4 km NNW of The Geysers, CA",US,954
"1 km WNW of Concord, CA",US,955
"22 km NE of Thermal, CA",US,956
"66 km N of Petersville, Alaska",US,957
"13 km SSE of Susitna North, Alaska",US,958
"22 km NNE of Kenny Lake, Alaska",US,959
"9 km ESE of Jefferson, Oklahoma",US,960
"20 km N of Honoka‘a, Hawaii",US,962
"42 km SW of Tatitlek, Alaska",US,963
"5 km SE of Pearsall, Texas",US,964
"7 km WSW of Point MacKenzie, Alaska",US,965
"13 km SE of Susitna North, Alaska",US,966
"13 km N of Atka, Alaska",US,967
"13 km SE of Bodfish, CA",US,968
"12 km NNE of Cabazon, CA",US,969
"56 km E of Pedro Bay, Alaska",US,970
"49 km W of Cohoe, Alaska",US,971
"12 km SW of West Pearsall, Texas",US,972
"56 km NNE of Petersville, Alaska",US,973
"37 km NNE of Amboy, Washington",US,974
"14 km N of Susitna, Alaska",US,975
"15 km NNE of Morgan Hill, CA",US,976
"55 km SE of P?hala, Hawaii",US,977
"24 km NNE of Point Possession, Alaska",US,978
"43 km SSE of Nelchina, Alaska",US,979
"12 km SW of Doyle, California",US,980
"41 km WNW of Indian Springs, Nevada",US,981
"6 km E of Heber, CA",US,982
"63 km ENE of Pedro Bay, Alaska",US,983
"17 km SSE of Klamath, CA",US,985
"7 km NW of San Francisco Zoo, CA",US,986
"5 km NNE of Cabazon, CA",US,987
"7 km WSW of Anza, CA",US,988
"6 km NNE of Lake Henshaw, CA",US,989
"25 km W of Dutch Harbor, Alaska",US,990
"5 km SW of Ponderosa Pines, Montana",US,991
"12 km E of Hawthorne, Nevada",US,992
"12 km NNW of Corcoran, CA",US,995
"9 km SW of Idyllwild, CA",US,996
"39 km NW of Stanton, Texas",US,997
"73 km NW of Ninilchik, Alaska",US,998
"5 km SSE of The Geysers, CA",US,1000
"17 km NW of Pinnacles, CA",US,1001
"40 km NNE of Whittier, Alaska",US,1002
"16 km WNW of Emery, Utah",US,1003
"4 km ESE of Mentone, CA",US,1004
"16 km W of Susitna, Alaska",US,1007
"10 km S of Idyllwild, CA",US,1008
"65 km WNW of Happy Valley, Alaska",US,1009
"87 km W of Adak, Alaska",US,1010
